,Property Name,Reported,Property Type,Address,ZIP, Gross Area (sq ft) ,Site EUI (kBTU/sf),Energy Star Score,Energy Star Certified,Property Uses,Year Built, GHG Emissions (MTCO2e) ,GHG Intensity (kgCO2/sf), Total Site Energy (kBTU) ,% Electricity,% Gas,% Steam,Water Intensity (gal/sf), Onsite Renewable (kWh) ,User Submitted Info,Tax Parcel
6,046-CYMSB,Compliant,Hotel,63 R. Boston Street,02125,99213,62.7,83.0,,Hotel,2010.0,414.8,4.2,6216201.1,0.6238538518324319,0.3761461320805725,,40.6,,,703436001
7,"06630-Boston, MA (Prudential Center)",Compliant,Retail Store,786 Boylston Street,02199,110000,103.4,20.0,,Retail Store,2000.0,833.8,7.6,11377606.7,0.8071416548438084,0.0003603569808754244,0.19249798817531635,14.4,,This site is part of a larger parcel,401037100
8,0733-Brighton - N. Beacon St.,Compliant,Self-Storage Facility,235 N. Beacon Street,02135,27441,4.5,,,Self-Storage Facility,2009.0,9.3,0.3,123507.6,1.0,,,0.73,,,2202708000
9,07579-Hyde Park,Compliant,Supermarket/Grocery Store,1377 Hyde Park Avenue,02136,53642,311.4,45.0,,Supermarket/Grocery Store,1999.0,1041.5,19.4,16706012.1,0.5423264418681942,0.45767355813180577,,11.91,,,1809288000
10,07604-Dorchester Burger,Compliant,Supermarket/Grocery Store,4 River Street,02122,44191,334.2,34.0,,Supermarket/Grocery Store,2003.0,940.6,21.3,14766647.8,0.6218031420780551,0.3781968646939626,,14.23,,,1704050000
11,1 Bulfinch Place,Compliant,Office,1 Bulfinch Place,02114,89216,76.6,42.0,,"Fitness Center/Health Club/Gym, Office",1971.0,487.2,5.5,6837004.8,0.83164858974503,0.1683514102549701,,17.43,,Electricity data is uploaded from aggregate report provided by the utility.  Gas and water data obtained from utility bills provided by the property.,302624000
12,1 Constitution Wharf,Compliant,Office,1 Constitution Wharf,02129,133682,52.9,74.0,,Office,1985.0,510.4,3.8,7075376.6,0.8717241567042524,0.12827585742927097,,13.5,,,203594000
13,1 Guest,Submitted With Possible Data Errors,Other - Education,1 Guest St,02135,126300,Not Available,,,Other - Education,2007.0,Not Available,Not Available,Not Available,,,,Not Available,,,2201909010
14,1 Milk,Compliant,Office,322 328 Washington St,02108,44464,7.7,100.0,,"Office, Retail Store",1899.0,23,0.5,343706.3,0.6380630788554065,0.3619369211445935,,9.1,,"5/11/2019 - property under some development in 2019

5/1/2018: property owners refer to this property as 1 Milk street, but in the Tax assessors data base, it is labeled as 322 328 Washington St. 02108",304637010
15,1 Palace Rd-collegeUniversity,Compliant,College/University,1 Palace Rd,02115,110327,116,,,College/University,1995.0,958.9,8.7,12795569.5,1.0,,,Not Available,,,401844000
16,1 Winthrop Square,Compliant,Office,1 Winthrop Square,02110,130000,54.6,84.0,,Office,1873.0,467.9,3.6,7101434.3,0.5852755125820146,0.41472448741798545,,4.52,,,304618000
17,10 Buick Street,Compliant,Residence Hall/Dormitory,10 Buick Street,02215,384971,133.5,14.0,,Residence Hall/Dormitory,2000.0,3191,8.3,51375961.6,0.4122526983514407,0.5877473016485593,,49.84,,,2100401000
18,10 City Square,Compliant,Office,10 City Square,02129,44000,106.9,24.0,,"Office, Personal Services (Health/Beauty, Dry Cleaning, etc.), Restaurant",1878.0,303.7,6.9,4703569,0.5244294279514131,0.47557059330903834,,28.94,,"The Appalachian Mountain Club purchased the building in December of 2016, moving its headquarters to the building in September of 2017. Significant construction and renovations occurred throughout 2017.

The number of workers and computers are estimates for 2019.",203627000
19,10 Coventry Street,Compliant,College/University,10 Coventry Street,02115,69739,39.6,,,College/University,2004.0,177.3,2.5,2762237.2,0.5079712922554225,0.49202870774457746,,Not Available,,,901381010
20,10 Guest St,Submitted With Possible Data Errors,Other - Education,10 Guest St,02135,199600,Not Available,,,Other - Education,2000.0,Not Available,Not Available,Not Available,,,,Not Available,,,2201906010
21,10 High St,Submitted With Possible Data Errors,Office,155 Federal St,02110,116823,Not Available,,,Office,1914.0,Not Available,Not Available,Not Available,,,,5.96,,,304211000
22,10 PO Square,Compliant,Office,10 Post Office Square,02109,451947,65.6,76.0,"2019, 2018",Office,1920.0,1982.9,4.4,29651033.8,0.6305599368343103,0.3694400665382534,,12.76,,0303880000; 0303879000;  0303878000,"303878000, 303878010, 303879000, 303880000"
23,10 Tremont Street,Compliant,Office,10 Tremont Street,02108,38000,55.4,96.0,,Office,1900.0,154.7,4.1,2104196,,,,9.91,,,302854000
24,10/20 Channel Center,Compliant,Office,10 Channel Center Street,02210,265830,46.8,84.0,"2019, 2018",Office,1920.0,933.2,3.5,12453315.1,1.0,,,Not Available,,,"602757030, 602757045"
25,100 Arlington,Compliant,Multifamily Housing,100 Arlington Street,02116,203204,47,54.0,,"Food Sales, Multifamily Housing",1926.0,673.6,3.3,9552813.3,0.6023577368564295,0.07766948611881695,0.3199727665566331,Not Available,,Parcel ID: 0500805000,500805000
26,100 Ashford Street,Compliant,Other - Stadium,100 Ashford Street,02215,96292,100.7,,,Other - Stadium,2002.0,602.2,6.3,9693182.2,0.41286532301022877,0.5871346666732418,,4.19,,,2100415000
27,100 Bay State Road,Compliant,Office,100 Bay State Road,02215,123678,164.1,,,"Food Service, Office",2012.0,1287.9,10.4,20298432,0.4734440522302413,0.5265559477697588,,Not Available,,,504028000
28,100 Clarendon Street Garage,Compliant,Other,100 Clarendon Street,02116,843168,17,,,"Bank Branch, Medical Office, Office, Other",1969.0,990.6,1.2,14307152.6,0.9474153228784321,0.05236830982008258,0.00021636031197430579,Not Available,,"This entire property is a garage, with the exception of two retail tenants on Dartmouth Street (Eastern Bank and Harvard Vanguard Medical Associates). The garage office is staffed 24x7 and includes a small office for Avis Rental Car.",401082001
29,100 East Newton Street (635 Albany) G Building,Compliant,Medical Office,100 East Newton Street,02118,89406,255.1,6.0,,Medical Office,1969.0,1564.4,17.5,22805887.7,0.2573588486099579,,0.7426411470052097,70.52,,,"801295000, 801297000"
30,100 Federal St.,Compliant,Office,100 Federal St.,02110,1497663,73.6,78.0,"2019, 2018, 2017, 2016, 2015, 2013, 2009","Data Center, Office, Other - Restaurant/Bar, Parking",1970.0,7811.6,5.2,110201540.2,0.5393885193629989,0.00902619054320622,0.4515852900937949,Not Available,,,304410000
31,100 Franklin Street - SOLD,Compliant,Office,100 Franklin Street,02110,129655,56.2,79.0,"2019, 2018","Bank Branch, Office",1908.0,500.9,3.9,7287192.1,0.7161620866286756,0.28383791337132447,,9.44,,,304666000
32,100 Guest Street,Compliant,Office,100 Guest Street ,02135,296176,100.2,64.0,,"Office, Other - Restaurant/Bar, Parking, Retail Store",2015.0,1948.1,6.6,29667094,0.5751858945132947,0.42481410548670523,,Not Available,,,2201905030
33,100 High Street,Compliant,Office,100 High Street,02110,550326,62.2,78.0,"2019, 2018, 2017, 2014, 2012, 2011, 2010","Data Center, Office, Parking",1988.0,2565.7,4.7,34237784.8,1.0,,,Not Available,,,304408000
34,100 Holton St,Compliant,Office,100 Holton St,02135,115577,20.9,100.0,,Office,1975.0,129.5,1.1,2414702.5,0.023698488737225396,0.9763015112627746,,Not Available,,,2200966000
35,100 North Washington Street,Compliant,Office,100 North Washington Street,02114,55943,35.7,84.0,,"Office, Parking",1985.0,139.9,2.5,1994970.6,1.0,,,8.25,,,301512000
36,100 Northern Avenue,Compliant,Office,100 Northern Avenue,02210,572998,69.6,77.0,2018,"Office, Parking, Restaurant",2016.0,2603.7,4.5,39858184.7,0.5594910497767852,0.44050895022321473,,Not Available,,,602671039
37,100 Summer Street,Compliant,Office,100 Summer Street,02110,1113465,72.6,75.0,"2016, 2015, 2014, 2013, 2012, 2011","Fast Food Restaurant, Office, Other, Parking",1974.0,5724.4,5.1,80865211.1,0.5141717375668856,,0.4858282624331145,Not Available,,"This building is a large office building in downtown Boston.  It represents a single building only.  

The square footages used in previous time periods are inconsistent.  The current occupancy and vacancy numbers are a reasonable representation of the those in the past, and have been confirmed to be accurate over  the performance period.",304220000
38,1000 Washington Boston Owner,Compliant,Office,1000 Washington Street,02118,242240,81.8,53.0,,Office,1900.0,1332.9,5.5,19807710.8,0.6497093142131295,0.3502906857868704,,Not Available,,,306234010
39,1000 Washington Boston Owner,Compliant,Office,1000 Washington Street,02118,242240,81.8,53.0,,Office,1900.0,1333.9,5.5,19821358.8,0.6499505069248834,0.3500494930751165,,Not Available,,,306234010
40,101 Arch Street,Compliant,Office,101 Arch Street,02110,473914,59,66.0,"2018, 2017, 2016, 2015, 2013, 2012, 2011, 2010, 2009","Fast Food Restaurant, Food Service, Office, Parking, Restaurant",1988.0,1957.6,4.1,27963946,0.99250776338933,0.007492236610670039,,10.54,,,304597000
41,101 CHARLESTOWN,Municipal,Multifamily Housing,55 Bunker Hill St.,02129,800238,122.8,15.0,,Multifamily Housing,1940.0,5719.7,7.1,98243996,0.23392867081668786,0.7660713302011861,,Not Available,,,202920000
42,101 Huntington Ave,Compliant,Office,101 Huntington Ave,02199,585345,77.2,75.0,"2019, 2018, 2017, 2016, 2015, 2014, 2012, 2011, 2010, 2009, 2008","Office, Parking",1972.0,3178,5.4,45185157.1,0.4798843822101041,0.012922526720616404,0.5061241537655293,15.36,,,401037100
43,101 Merrimac Street,Compliant,Office,101 Merrimac Street,02114,159272,79,66.0,,"Office, Parking",1990.0,861.2,5.4,12581269.4,0.7028840507937935,0.2971159492062065,,13.41,,,301675000
44,101 Seaport Boulevard,Compliant,Office,101 Seaport Boulevard,02210,620642,39.5,98.0,"2019, 2018, 2017","Office, Parking",2015.0,1602.8,2.6,24516654.9,0.5618634171825783,0.438136578738562,,Not Available,,,602643020
45,101 Summer Street,Compliant,Office,101 Summer Street,02110,52651,91.1,50.0,,Office,1899.0,311.8,5.9,4796480,,0.4552407181933418,,23.25,,Note- Please contact CodeGreen Solutions with any questions involving ENERGY STAR Portfolio Manager,"304578000, 304577000"
46,101 Tremont,Compliant,Office,101 Tremont Street,02108,80344,68.1,,,Office,1901.0,352.9,4.4,5471558,0.5214526100244209,0.4785474082519092,,Not Available,,,304717000
47,1010 Massachusetts Ave,Municipal,Office,1010 Massachusetts Ave,02118,195000,52.6,81.0,,Office,2000.0,701.5,3.6,10262954.3,0.698139560068001,0.3018604496757819,,Not Available,,"Must add electric account data from BPHC every year. These are not direct feeds: 25838471006, 26429611010, 26429601003, 25830461007",801023000
48,10-18 Buswell Street,Compliant,Multifamily Housing,10-18 Buswell Street,02215,66456,62.1,85.0,,Multifamily Housing,1924.0,234.1,3.5,4124233,0.16725008019672993,0.8327499440502028,,68.75,,,2100201000
49,1019 Commonwealth Avenue,Compliant,Residence Hall/Dormitory,1019 Commonwealth Avenue,02215,77750,62.4,75.0,,Residence Hall/Dormitory,1977.0,306.9,3.9,4850594.4,0.46558421788471943,0.5344157821152805,,34.62,,,2100468000
50,102-108 Columbia Rd,Compliant,Multifamily Housing,102-108 Columbia Rd,02121,34821,80.8,52.0,,Multifamily Housing,1920.0,160.6,4.6,2812068.7,0.1824950791564943,0.8175049208435057,,65.83,,,1400833000
51,102-108 Gainsborough Street,Compliant,Multifamily Housing,102 Gainsborough Street,02115,55280,2.8,100.0,,Multifamily Housing,1983.0,11.8,0.2,156983.9,1.0,,,Not Available,,,401645000
52,10-24 School Street,Compliant,Office,10-24 School Street,02108,134789,65.7,89.0,"2020, 2019, 2018, 2017, 2016","Data Center, Office, Retail Store",1925.0,625.1,4.6,8855678.7,0.49080112854591257,4.516875708239054e-05,0.509153702697005,7.22,,,304718000
53,103 CLAYTON STREET,Compliant,Office,103 CLAYTON STREET,02122,40696,47.1,83.0,,Office,1912.0,124.1,3,1918271.6,0.5310361681839005,0.4689638318160994,,6.03,,,1600579000
54,103 Gainsborough St,Compliant,Multifamily Housing,103 Gainsborough St,02115,37120,2,100.0,,Multifamily Housing,1984.0,5.6,0.2,75267.5,1.0,,,3238.68,,,401611000
55,104 LENOX,Municipal,Multifamily Housing,136 Lenox St.,02118,199545,180.3,2.0,,Multifamily Housing,1940.0,2008.3,10.1,35985171.8,0.12343524229054816,0.8765647577094519,,Not Available,,,901447000
56,10-50 Old Colony Ave.,Compliant,Other,10-50 Old Colony Ave.,02127,78704,35.4,,,"Fitness Center/Health Club/Gym, Manufacturing/Industrial Plant, Office, Other",1924.0,175.2,2.2,2787432.8,0.4460494617125837,0.5539505741627206,,4.41,,,600324000
57,10500002 - Boston,Compliant,Distribution Center,100 Widett Circle,02118,212584,40.3,80.0,,Distribution Center,1969.0,641.6,3,8561936.4,1.0,,,5.62,,0600006020 - Boston Assessing Parcel ID,600006020
58,105-129 Kingston Street,Compliant,Office,2 24 Edinboro Street,02111,75500,68.7,,,"Office, Retail Store",1910.0,359.8,4.8,5184134.4,0.35248665621014763,,0.6475133437898524,10.79,,,304421000
59,106 CATHEDRAL,Municipal,Multifamily Housing,1472 Washington St.,02118,571440,72.2,57.0,,Multifamily Housing,1951.0,2419.3,4.2,41272118,0.25220831652012626,0.7477916834798738,,Not Available,,,801209010
60,107 HEATH,Municipal,Multifamily Housing,30 Bickford Street,02130,279963,101.6,15.0,,Multifamily Housing,1942.0,1608.1,5.7,28444116.9,0.1567181507399866,0.8432818492600135,,Not Available,,,1002333000
61,1086 Commonwealth Ave,Compliant,Multifamily Housing,1086 Commonwealth Ave ,02215,31530,72.9,92.0,,Multifamily Housing,1935.0,124.9,4,2298038.1,0.057152359658440816,0.9428475968261797,,38.11,,,2101596000
62,109 Brookline Ave. - Ste # 602030,Compliant,Not Available,109 BROOKLINE AVE,02215,285556,Not Available,,,"Office, Parking",1990.0,2261.5,Not Available,30770917.1,0.9338466320849436,0.06615336791505638,,Not Available,,,"2100073000, 2100070000, 2100071000, 2100068000"
63,1091 Boylston Street Condominium,Compliant,Multifamily Housing,1091 Boylston,02215,19161,140.9,34.0,,Multifamily Housing,1920.0,150.8,7.9,2700376.1,0.1258625418881466,0.8741374581118533,,75.37,,,504162000
64,1098-Jamaica Plain,Compliant,Self-Storage Facility,3175 Washington Street,02130,71057,34.2,,,Self-Storage Facility,2009.0,171.7,2.4,2431659.9,0.8011646283265188,0.19883537167348114,,0.44,,,"1102009000, 1102010000, 1102022000, 1102023000"
65,11 Beacon,Compliant,Office,11 Beacon Street,02110,146388,78.5,80.0,"2019, 2018","Office, Other - Restaurant/Bar",1911.0,693.5,4.7,11491086.9,0.33178811831977356,0.6682118816802264,,9.31,,,302804000
66,11 Nevins Street,Compliant,Medical Office,11 Nevins Street,02135,50676,141.9,20.0,,Medical Office,1988.0,464.2,9.2,7192856.9,0.5231191239186198,0.4768808760813801,,Not Available,,,2101835200
67,11 Royce,Submitted With Possible Data Errors,Multifamily Housing,11 Royce Rd ,02134,37608,Not Available,,,Multifamily Housing,1940.0,Not Available,Not Available,Not Available,,,,Not Available,,,2101546000
68,11 Tetlow Street - Tetlow Realty Associates,Compliant,Multifamily Housing,11 Tetlow Street,02115,21779,1.6,,,Multifamily Housing,1918.0,1.9,0.1,35373.4,,1.0,,12.08,,,401834000
69,110-112 Cummington Street,Compliant,College/University,110-112 Cummington Street,02215,48901,0.1,,,College/University,1923.0,0.4,0,7100,,1.0,,Not Available,,,2100277000
70,111 Cummington Street (664-666 Comm. Ave),Compliant,College/University,111 Cummington Street (664-666 Comm. Ave),02215,93831,169.5,,,College/University,1911.0,980.9,10.5,15905968.8,0.39205520131537036,0.6079447923976815,,Not Available,,,"2100282000, 504100000"
71,111 Gainsborough St,Compliant,Multifamily Housing,111 Gainsborough St,02115,37120,2.4,100.0,,Multifamily Housing,1984.0,6.7,0.2,89887.5,1.0,,,2656.45,,,401615000
72,111 Huntington Ave,Compliant,Office,111 Huntington Ave,02199,1034179,77.8,65.0,"2018, 2017, 2016, 2015, 2014, 2012, 2011, 2010, 2009, 2008, 2007, 2003",Office,2001.0,5744.9,5.6,80503858.2,0.5852351384570038,0.002597391040321593,0.41216746926049813,13.99,,,401037500
73,111 WHITTIER,Municipal,Multifamily Housing,1158 Tremont St.,02119,108472,36.6,100.0,,Multifamily Housing,1953.0,346.9,2.1,6012866.6,0.21006451398738832,0.7899354860126118,,Not Available,,,902643000
74,1126,Compliant,Retail Store,14 Allstate Road,02125,45261,59,55.0,,Retail Store,2006.0,185.7,4.1,2671579.4,0.7512332966783619,0.24876670332163814,,2.23,,,"703501030, 703501045"
75,114 ALICE TAYLOR,Municipal,Multifamily Housing,260 Ruggles St.,02120,389949,83.2,25.0,,Multifamily Housing,1951.0,1903.8,4.9,32431157.5,0.25601308864785355,0.743986908268692,,Not Available,,,"402043700, 402043500, 402043400, 402043300, 402043200, 402043600"
76,114 Western Ave,Submitted With Possible Data Errors,Office,114 Western Ave,02134,80632,Not Available,,,"Office, Other, Urgent Care/Clinic/Other Outpatient",1925.0,Not Available,Not Available,Not Available,,,,Not Available,,NOTE: Property undergoing major construction renovations in 2019,2200268000
77,1140 Boylston Street,Compliant,College/University,1140 Boylston Street,02215,66920,92.8,,,College/University,1920.0,388,5.8,6207144.4,0.43038908519672914,0.569610898692803,,Not Available,,,401755000
78,115 – West Roxbury,Compliant,Supermarket/Grocery Store,1800 Centre St,02481,55929,318.8,60.0,,"Parking, Supermarket/Grocery Store",2002.0,1182.5,21.1,17831090.4,0.6050661994288359,0.3949338005711642,,34.87,,"Water consumption was estimated for October and November. In the original invoices from Boston Water and Sewer Commission, October's consumption was 28,896 cubic feet and November's consumption was -990 cubic feet. We reached out to the BWSC and they mentioned this was done as a true up to make the annual figures correctly. Since PM does not accept negative values, we adjusted October's consumption to 27,906 cf and November's consumption to be 0 cubic feet. ",2005752010
79,115-119 Broad St,Submitted With Possible Data Errors,Not Available,109-115 Broad St.,02110,56094,Not Available,,,Office,1888.0,0,Not Available,Not Available,,,,Not Available,,,"304040000, 304039000"
80,116 Huntington,Compliant,Office,116 Huntington Ave,02116,287141,60.9,81.0,"2019, 2018, 2017, 2016, 2015, 2010","Office, Parking, Restaurant",1990.0,1309.6,4.6,17475317.2,1.0,,,Not Available,,Columbia REIT-116 Huntington LLC c/o JLL.,401013010
81,117 Park Drive,Compliant,Multifamily Housing,117 Park Drive,02215,35000,78.4,1.0,,Multifamily Housing,1910.0,205.5,5.9,2742429.1,1.0,,,38.33,,,504273000
82,119,Compliant,Office,119 Braintree Street,02134,140388,38.5,96.0,,"Office, Parking",1908.0,345.2,2.4,5428747.6,0.47976529614307367,0.5202347038569264,,Not Available,,"Property use is office and artist studio.
Parking gross floor area is estimated.",2201867000
